review,cleaned_review,label,sentiment,label_source,conf_score,nama desa wisata,aspects_str
"sedikit cerita, agak sedih sejujurnya datang kesini karna melihat orang yang datang kebanyakan hanya fokus berfoto selfie saja dan langsung pulang. mungkin yang mau kesini nanti bisa sembari bercengkrama dengan penduduk sekitar. dan membeli buah tangan dari mereka, karna mereka ramah sekali dengan wisatawan contohnya pak ketut dari rumah ke 33, beliau sambil bermain cungklik alat musik khas bali. beliau juga membuat sendiri udeng atau ikat kepala untuk pria dengan harga yang murah cukup 25k-60k saja","sedikit cerita , agak sedih sejujurnya datang kesini karena melihat orang yang datang kebanyakan hanya fokus berfoto selfie saja dan langsung pulang . mungkin yang mau kesini nanti bisa sembari bercengkrama dengan penduduk sekitar . dan membeli buah tangan dari mereka , karena mereka ramah sekali dengan wisatawan contohnya pak ketut dari rumah ke 33 , beliau sambil bermain cungklik alat musik khas bali . beliau juga membuat sendiri udeng atau ikat kepala untuk pria dengan harga yang murah cukup 25k - 60k saja",1,Positif,auto,0.9004579782485962,penglipuran,Pelayanan|Harga & Tiket|Budaya & Tradisi
"desanya bersih, orangnya ramah2","desanya bersih , orangnya ramah - ramah",1,Positif,auto,0.9966506361961365,penglipuran,Kebersihan|Pelayanan
"desa paling bersih dan tertata rapi, , bisa menginspirasi untuk tempat” yg lainnya","desa paling bersih dan tertata rapi , bisa menginspirasi untuk tempat yang lainnya",1,Positif,auto,0.9967347979545593,penglipuran,Kebersihan
"desa penglipuran, konon katanya desa terbersih. di desa ini, ditiap rumah nya kita bisa menemukan aneka produk umkm. diantaranya minuman cemcem yg segar berwarna hijau, ada juga persewaan baju bali, dsb. desa yang nyaman bagi saya. . .","desa penglipuran , konon katanya desa terbersih . di desa ini , ditiap rumah nya kita bisa menemukan aneka produk umkm . diantaranya minuman cemcem yang segar berwarna hijau , ada juga persewaan baju bali , dsb . desa yang nyaman bagi saya .",1,Positif,auto,0.9976467490196228,penglipuran,Kebersihan|Kuliner|Suasana
desa pengelipuran adalah desa yg di wariskan oleh kerjaan sebagai tanda terimakasih,desa pengelipuran adalah desa yang di wariskan oleh kerjaan sebagai tanda terimakasih,2,Netral,auto,0.7519611716270447,penglipuran,Lainnya
satu tempat tinggal perkampungan penduduk asli bali yang masih tradisionil dan bersih. bagus.,satu tempat tinggal perkampungan penduduk asli bali yang masih tradisionil dan bersih . bagus .,1,Positif,auto,0.9973491430282593,penglipuran,Kebersihan|Budaya & Tradisi
kali pertama kesini. lingkungan yang bersama-sama memegang aturan adat (awig-awig) secara konsisten dan berkelanjutan. menjaga harmoni dengan sesama dan dengan sesiapa saja.,kali pertama kesini . lingkungan yang bersama - sama memegang aturan adat ( awig - awig ) secara konsisten dan berkelanjutan . menjaga harmoni dengan sesama dan dengan sesiapa saja .,1,Positif,auto,0.9778780937194824,penglipuran,Budaya & Tradisi
bagus sekali. sangat bersih. penduduk ramah,bagus sekali . sangat bersih . penduduk ramah,1,Positif,auto,0.9968132376670837,penglipuran,Kebersihan|Pelayanan
"desa ini bukan desa penglipuran, melainkan nama asli desa ini yaitu desa kubu, desa kubu terletak di kecamatan bangli, kabupaten bangli, penglipuran adalah nama panggilan, namun banyak orang yany belum tau bahwa nama desa sebenarnya adalah desa kubu","desa ini bukan desa penglipuran , melainkan nama asli desa ini yaitu desa kubu , desa kubu terletak di kecamatan bangli , kabupaten bangli , penglipuran adalah nama panggilan , namun banyak orang yany belum tau bahwa nama desa sebenarnya adalah desa kubu",2,Netral,auto,0.5277033448219299,penglipuran,Lainnya
"bersih, nyaman","bersih , nyaman",1,Positif,auto,0.9964442849159241,penglipuran,Kebersihan|Suasana
tempatnya bersih. . ada beberapa rumah buka toko oleh² . . .,tempatnya bersih . ada beberapa rumah buka toko oleh .,1,Positif,auto,0.9940740466117859,penglipuran,Kebersihan
"desa bersih rapi,","desa bersih rapi ,",1,Positif,auto,0.9918528199195862,penglipuran,Kebersihan
ds wisata di kabupaten bangli bali,ds wisata di kabupaten bangli bali,2,Netral,auto,0.8742151856422424,penglipuran,Lainnya
rumah adat penduduk asli bali yang masih bertahan sampai saat ini hanya bisa anda lihat disini. . . sangat menarik,rumah adat penduduk asli bali yang masih bertahan sampai saat ini hanya bisa anda lihat di sini . sangat menarik,1,Positif,auto,0.9966614246368408,penglipuran,Budaya & Tradisi
"nyaman, bersih, rapi, tertata, dan ramah, itulah kesan yang muncul di penglipuran. sungguh sangat layak label desa terbersih di dunia diberikan. banyak buah tangan tersedia, termasuk buah khas, salak, durian, dan bunga trijata.","nyaman , bersih , rapi , tertata , dan ramah , itulah kesan yang muncul di penglipuran . sungguh sangat layak label desa terbersih di dunia diberikan . banyak buah tangan tersedia , termasuk buah khas , salak , durian , dan bunga trijata .",1,Positif,auto,0.9970423579216003,penglipuran,Kebersihan|Pelayanan|Suasana
"tempatnya bersih, ada banyak persewaan baju adat, makanan dan minuman khas bali.","tempatnya bersih , ada banyak persewaan baju adat , makanan dan minuman khas bali .",1,Positif,auto,0.9960684776306152,penglipuran,Kebersihan|Kuliner|Budaya & Tradisi
bersih nyaman,bersih nyaman,1,Positif,auto,0.9967342615127563,penglipuran,Kebersihan|Suasana
desa nya bersih n teratur. . . . pemandangan nyq juga bagus,desa nya bersih dan teratur . pemandangan nyq juga bagus,1,Positif,auto,0.9979575872421265,penglipuran,Pemandangan & Alam|Kebersihan
bgs tempatnya,bagus tempatnya,1,Positif,auto,0.9974125027656555,penglipuran,Lainnya
"tempatnya bersih bgt, cocok buat foto2. . cobain deh minuman loloh cemcem, seger bgt","tempatnya bersih banget , cocok buat foto - foto . cobain deh minuman loloh cemcem , seger banget",1,Positif,auto,0.9981258511543274,penglipuran,Kebersihan|Kuliner
sqlah satu desa wisata yang merupakan tujuan utama wisata bagi mereka yang mencari suasana hunian khas bali dengan penataan desa adat yg sangat asri dan terjaga keaslian nya. pengunjung akan terbawa dengan suasana desa yang sangat ramah lingkungan dan mempertahankan budaya hindu-bali warisan dari para leluhur desa panglipuran.,sqlah satu desa wisata yang merupakan tujuan utama wisata bagi mereka yang mencari suasana hunian khas bali dengan penataan desa adat yang sangat asri dan terjaga keaslian nya . pengunjung akan terbawa dengan suasana desa yang sangat ramah lingkungan dan mempertahankan budaya hindu - bali warisan dari para leluhur desa panglipuran .,1,Positif,auto,0.9968796968460083,penglipuran,Pelayanan|Suasana|Budaya & Tradisi
"desa yg penuh makna, dg budaya ramah, banyak kerajinan dan aneka makanan.","desa yang penuh makna , dengan budaya ramah , banyak kerajinan dan aneka makanan .",1,Positif,auto,0.9948822259902954,penglipuran,Pelayanan|Kuliner|Budaya & Tradisi
makan durian,makan durian,1,Positif,auto,0.7712510824203491,penglipuran,Kuliner
"kerennn, saya 1 bulan tinggal disini, dari stikes wira medika bali","keren , saya 1 bulan tinggal di sini , dari stikes wira medika bali",1,Positif,auto,0.9567493796348572,penglipuran,Lainnya
"bagus tempatnya adem dan sejuk pemandangan ny, apalagi masuk desa terbesih ke-3 dunia","bagus tempatnya adem dan sejuk pemandangan ny , apalagi masuk desa terbesih ke - 3 dunia",1,Positif,auto,0.9977436065673828,penglipuran,Pemandangan & Alam|Suasana
bersih dan bagus,bersih dan bagus,1,Positif,auto,0.9964990615844727,penglipuran,Kebersihan
sangat tradisional dan penuh budaya bali,sangat tradisional dan penuh budaya bali,1,Positif,auto,0.9915862083435059,penglipuran,Budaya & Tradisi
desanya bersih dan rapi. suasananya oke tapi ngerasa ada yang kurang mungkin harus ada sesuatu hiburan yang disajikan seperti ada pertunjukan tarian atau apa gitu biar lebih berkesan kalo kesana,desanya bersih dan rapi . suasananya oke tapi ngerasa ada yang kurang mungkin harus ada sesuatu hiburan yang disajikan seperti ada pertunjukan tarian atau apa gitu biar lebih berkesan kalo ke sana,1,Positif,auto,0.9957993626594543,penglipuran,Kebersihan|Suasana|Budaya & Tradisi
"lingkungan yang bersih, nyaman, aman, dan tenang. suka bgt disini","lingkungan yang bersih , nyaman , aman , dan tenang . suka banget di sini",1,Positif,auto,0.9979135394096375,penglipuran,Kebersihan|Suasana
ada tempat ngopi dan coba minuman cemcem,ada tempat ngopi dan coba minuman cemcem,1,Positif,auto,0.5539790987968445,penglipuran,Kuliner
"lumayan bagus tempatnya, tempatnya juga bersih banyak tempat suci juga disini, ada juga yang berjualan di dalamnya, jadi bisa beli oleh² disini kesini pas hari kerja, jadi g terlalu padat pengunjungnya","lumayan bagus tempatnya , tempatnya juga bersih banyak tempat suci juga di sini , ada juga yang berjualan di dalamnya , jadi bisa beli oleh di sini kesini pas hari kerja , jadi tidak terlalu padat pengunjungnya",1,Positif,auto,0.9980929493904114,penglipuran,Pemandangan & Alam|Kebersihan|Budaya & Tradisi
"orangnya ramah”, tempatnya bersih, tersedia penyewaan pakaian tradisional bali untuk foto”","orangnya ramah , tempatnya bersih , tersedia penyewaan pakaian tradisional bali untuk foto",1,Positif,auto,0.9917376637458801,penglipuran,Kebersihan|Pelayanan|Budaya & Tradisi
"terlalu rame sekali . bus bus sekolah banyak sekali , seperti pasar","terlalu ramai sekali . bus bus sekolah banyak sekali , seperti pasar",0,Negatif,auto,0.9903547763824463,penglipuran,Akses & Lokasi
orang nya ramah”,orangnya ramah,1,Positif,auto,0.996002733707428,penglipuran,Pelayanan
"tempatnya bagus untuk foto foto, tapi tidak untuk dikunjungi dua tiga kali karena tidak ada hal yg perlu dilihat dua kali. keaslian dipertahankan. jangan datang pas hari liburan, penuh pengunjung.","tempatnya bagus untuk foto foto , tapi tidak untuk dikunjungi dua tiga kali karena tidak ada hal yang perlu dilihat dua kali . keaslian dipertahankan . jangan datang pas hari liburan , penuh pengunjung .",0,Negatif,auto,0.8243035078048706,penglipuran,Lainnya
"berkesempatan untuk wisata ke desa ini, sungguh luar biasa. . .","berkesempatan untuk wisata ke desa ini , sungguh luar biasa .",1,Positif,auto,0.996217668056488,penglipuran,Lainnya
pengelolaan desa yg inspiratif untuk pengembangan masyarakat desa dengan memperhatikan kearifan lokal & kelestarian budaya,pengelolaan desa yang inspiratif untuk pengembangan masyarakat desa dengan memperhatikan kearifan lokal & kelestarian budaya,1,Positif,auto,0.9341874122619629,penglipuran,Pelayanan|Budaya & Tradisi
desa terbersih. . wajib dikunjungi bila ke bali. jaraknya lumayan jauh dari pusat kota bali. . anda juga bisa sewa baju kebaya khas bali untuk foto,desa terbersih . wajib dikunjungi bila ke bali . jaraknya lumayan jauh dari pusat kota bali . anda juga bisa sewa baju kebaya khas bali untuk foto,1,Positif,auto,0.9966909885406494,penglipuran,Kebersihan|Akses & Lokasi
nyamann dan bersih,nyaman dan bersih,1,Positif,auto,0.9968758821487427,penglipuran,Kebersihan|Suasana
"enak banget liburan disini, tempat bersih nyaman dan guide nya ramah sekali","enak banget liburan di sini , tempat bersih nyaman dan guide nya ramah sekali",1,Positif,auto,0.998332679271698,penglipuran,Kebersihan|Pelayanan|Suasana
"tenang, sunyi, dan kental aura khas bali. . . desa no 1 di dunia","tenang , sunyi , dan kental aura khas bali . desa no 1 di dunia",1,Positif,auto,0.9959592223167419,penglipuran,Suasana
emang bersih banget sih desa nya rekomendasi buat yang mau ke bali,emang bersih banget sih desa nya rekomendasi buat yang mau ke bali,1,Positif,auto,0.9974849224090576,penglipuran,Kebersihan
bobanya enak dan jualan nya macam macan unik,bobanya enak dan jualan nya macam macan unik,1,Positif,auto,0.9979743361473083,penglipuran,Lainnya
sangat tradisional perlu diulang,sangat tradisional perlu diulang,0,Negatif,auto,0.8285670876502991,penglipuran,Budaya & Tradisi
khas bali banget. penduduknya ramah,khas bali banget . penduduknya ramah,1,Positif,auto,0.9979694485664368,penglipuran,Pelayanan
rapi tampak luarnya. . .,rapi tampak luarnya .,1,Positif,auto,0.9763416051864624,penglipuran,Kebersihan
desa penglipuran adalah salah satu wisata yang yang ada di bali selain itu desa penglipuran termasuk desa terbersih,desa penglipuran adalah salah satu wisata yang yang ada di bali selain itu desa penglipuran termasuk desa terbersih,1,Positif,auto,0.9896647334098816,penglipuran,Kebersihan
"sebuah desa yang tertata rapi, bersih, ramah membuat ingin selalu kembali ke sana. diujung desa ada pura yang indah. disepanjang desa warga membuka kedai makanan, souvenir dan persewaan baju adat. sungguh tempat yang wajib dikunjungi saat ke bali.","sebuah desa yang tertata rapi , bersih , ramah membuat ingin selalu kembali ke sana . diujung desa ada pura yang indah . disepanjang desa warga membuka kedai makanan , suvenir dan persewaan baju adat . sungguh tempat yang wajib dikunjungi saat ke bali .",1,Positif,auto,0.9979312419891357,penglipuran,Kebersihan|Pelayanan|Kuliner|Budaya & Tradisi
tempat desa yang asri dan kopi sama duriannya mantap,tempat desa yang asri dan kopi sama duriannya mantap,1,Positif,auto,0.997977077960968,penglipuran,Kuliner|Suasana
"tempat yang cocok untuk study tour di bali. wyh? pertama, mempertahankan nilai budaya tradisional. dalam kehidupan sehari-hari warga bali menggunakan pakaian adat saat acara keagamaan. tetapi di sini, hampir semua warganya mengenakan pakaian adat dalam aktivitas keseharian. kedua, mempertahankan bangunan asli peninggalan leluhur. tata ruang desa penglipuran masih sesuai dengan patokan adat turun temurun yang dibangun berdasarkan konsep tri mandala. ketiga, mempertahankan keseimbangan antara manusia dengan alam. desa penglipuran dikelilingi hutan bambu. tidak hanya sebagai pagar desa, hutan bambu juga menjadi kawasan resapan air.","tempat yang cocok untuk study tour di bali . wyh ? pertama , mempertahankan nilai budaya tradisional . dalam kehidupan sehari - hari warga bali menggunakan pakaian adat saat acara keagamaan . tetapi di sini , hampir semua warganya mengenakan pakaian adat dalam aktivitas keseharian . kedua , mempertahankan bangunan asli peninggalan leluhur . tata ruang desa penglipuran masih sesuai dengan patokan adat turun temurun yang dibangun berdasarkan konsep tri mandala . ketiga , mempertahankan keseimbangan antara manusia dengan alam . desa penglipuran dikelilingi hutan bambu . tidak hanya sebagai pagar desa , hutan bambu juga menjadi kawasan resapan air .",1,Positif,auto,0.9926192164421082,penglipuran,Pemandangan & Alam|Pelayanan|Budaya & Tradisi
melihat desa panglipuran ini sangat nyaman dan juga menyenanglan. . . desanya kecil enak buat jalan jalan santai sambil melihat adat istiadat bali,melihat desa panglipuran ini sangat nyaman dan juga menyenanglan . desanya kecil enak buat jalan jalan santai sambil melihat adat istiadat bali,1,Positif,auto,0.9980344176292419,penglipuran,Suasana|Akses & Lokasi|Budaya & Tradisi
bersih. . . luar biasa nyaman,bersih . luar biasa nyaman,1,Positif,auto,0.9967736601829529,penglipuran,Kebersihan|Suasana
"kesini lagi. . masih sama suasanya tenang, bersih, asri. . . tujuan kesini mampir beli durian sm minum loh loh cem cem, seger banget. . . htm : 25 k per person. .","kesini lagi . masih sama suasanya tenang , bersih , asri . tujuan kesini mampir beli durian sm minum loh loh cem cem , seger banget . harga tiket masuk : 25 k per person .",1,Positif,auto,0.9973852038383484,penglipuran,Kebersihan|Harga & Tiket|Kuliner|Suasana
bersih tenang dengan ke arifan lokal. . mantap desa bangli,bersih tenang dengan ke arifan lokal . mantap desa bangli,1,Positif,auto,0.9969680905342102,penglipuran,Kebersihan|Suasana
"tempatnya bagus, warganya ramah","tempatnya bagus , warganya ramah",1,Positif,auto,0.9973160624504089,penglipuran,Pelayanan
penglipuran sudah kembali normal. pengunjung banyak banget. tapi desa ini tetap indah dan bersih.,penglipuran sudah kembali normal . pengunjung banyak banget . tapi desa ini tetap indah dan bersih .,1,Positif,auto,0.9970160722732544,penglipuran,Kebersihan
bagus pemandangannya ramah petugasnya murah kaecisny,bagus pemandangannya ramah petugasnya murah kaecisny,1,Positif,auto,0.9976131916046143,penglipuran,Pemandangan & Alam|Pelayanan|Harga & Tiket
desanya bagus. tertata rapih bersih dan alami. bisa dicoba kalau mau kesana,desanya bagus . tertata rapi bersih dan alami . bisa dicoba kalau mau ke sana,1,Positif,auto,0.997740626335144,penglipuran,Pemandangan & Alam|Kebersihan
